decision,application_year,processing_time_days_clean,submission_month,submission_dayofweek,submission_quarter,decision_binary,applicant_country_Bangladesh,applicant_country_Brazil,applicant_country_Canada,applicant_country_China,applicant_country_France,applicant_country_Germany,applicant_country_India,applicant_country_Kenya,applicant_country_Nepal,applicant_country_Nigeria,applicant_country_Pakistan,applicant_country_Philippines,applicant_country_Saudi Arabia,applicant_country_South Africa,applicant_country_Sri Lanka,applicant_country_Turkey,applicant_country_UAE,applicant_country_United Kingdom,applicant_country_United States,visa_type_Employment,visa_type_Permanent Residency,visa_type_Skilled Migration,visa_type_Student,visa_type_Tourist,visa_type_Visit,visa_type_Work,processing_center_Berlin,processing_center_Delhi,processing_center_London,processing_center_New York,processing_center_Ottawa,processing_center_Singapore,processing_center_Sydney,season_Spring,season_Summer,season_Winter,country_avg_processing_time,visa_avg_processing_time,is_peak_season
Approved,2024,23.0,3,5,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,59.36585365853659,64.710407239819,0
Approved,2024,113.0,4,1,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,78.82851851851852,64.710407239819,0
Approved,2023,62.0,5,4,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,86.09115384615384,78.86776859504133,0
Rejected,2024,196.0,9,6,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,83.94642857142857,189.96885496183208,0
Rejected,2023,19.0,11,4,4,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,83.74,21.166666666666668,0
Approved,2024,184.0,10,2,4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,89.8695652173913,21.166666666666668,0
Rejected,2024,12.0,3,5,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,83.01923076923077,21.166666666666668,0
Approved,2023,109.0,1,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,72.05,64.710407239819,0
Approved,2022,28.0,11,3,4,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,86.09115384615384,25.968503937007874,0
Rejected,2024,76.0,10,4,4,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,88.79054545454547,66.85123966942149,0
Approved,2022,160.0,8,6,3,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,84.24444444444444,125.86888888888889,1
Approved,2024,41.0,3,1,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,83.94642857142857,64.710407239819,0
Rejected,2024,19.0,1,5,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,84.24444444444444,21.166666666666668,0
Approved,2023,167.0,7,3,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,89.8695652173913,189.96885496183208,1
Approved,2021,1.0,9,4,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,83.47058823529412,21.166666666666668,0
Approved,2021,35.0,8,1,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,78.82851851851852,66.85123966942149,1
Approved,2021,81.0,3,2,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,83.74,64.710407239819,0
Approved,2023,38.0,12,3,4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,91.66666666666667,25.968503937007874,0
Approved,2021,133.0,12,3,4,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,83.94642857142857,125.86888888888889,0
Approved,2022,29.0,7,5,3,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,75.93181818181819,64.710407239819,1
Approved,2023,82.0,9,3,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,83.47058823529412,64.710407239819,0
Approved,2023,97.0,11,6,4,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,74.15217391304348,125.86888888888889,0
Approved,2024,18.0,6,5,2,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,75.93181818181819,25.968503937007874,1
Approved,2024,79.0,9,5,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,92.36850000000001,78.86776859504133,0
Approved,2024,93.0,10,4,4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,74.15217391304348,78.86776859504133,0
Approved,2023,58.0,6,2,2,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,72.05,66.85123966942149,1
Approved,2021,55.0,10,4,4,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,75.93181818181819,64.710407239819,0
Approved,2023,151.0,12,2,4,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,86.09115384615384,125.86888888888889,0
Approved,2021,57.0,7,3,3,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,91.04530612244899,66.85123966942149,1
Approved,2021,31.0,12,2,4,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,88.79054545454547,25.968503937007874,0
Approved,2022,225.0,10,5,4,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,91.04530612244899,189.96885496183208,0
Approved,2024,34.0,1,1,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,91.04530612244899,25.968503937007874,0
Approved,2022,100.0,12,2,4,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,88.79054545454547,64.710407239819,0
Approved,2024,90.0,5,3,2,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,83.74,125.86888888888889,0
Approved,2024,39.0,3,3,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,91.66666666666667,25.968503937007874,0
Approved,2024,19.0,1,2,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,86.09115384615384,25.968503937007874,0
Rejected,2023,184.0,7,4,3,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,83.74,189.96885496183208,1
Rejected,2021,64.0,2,1,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,70.17073170731707,125.86888888888889,0
Approved,2022,271.7400000000001,2,2,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,91.04530612244899,189.96885496183208,0
